pdb_id,Hchain,Lchain,model,antigen_chain,antigen_type,antigen_het_name,antigen_name,short_header,date,compound,organism,heavy_species,light_species,antigen_species,authors,resolution,method,r_free,r_factor,scfv,engineered,heavy_subclass,light_subclass,light_ctype,affinity,delta_g,affinity_method,temperature,pmid
8dyx,M,N,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.0,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGLV1,Lambda,,,,,
8dyx,O,P,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.0,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGLV1,Lambda,,,,,
8dyx,Q,R,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.0,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGLV1,Lambda,,,,,
8dyx,S,T,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.0,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGLV1,Lambda,,,,,
8dyx,U,V,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.0,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGLV1,Lambda,,,,,
8dyx,W,X,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.0,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGLV1,Lambda,,,,,
8dyx,Y,Z,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 311 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.0,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGLV1,Lambda,,,,,
8dyy,H,L,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 334 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.62,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV1,Kappa,,,,,
8dyy,A,B,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 334 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.62,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV1,Kappa,,,,,
8dyy,C,D,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 334 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.62,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV1,Kappa,,,,,
8dyy,E,F,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 334 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.62,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV1,Kappa,,,,,
8dyy,M,N,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 334 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.62,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV1,Kappa,,,,,
8dyy,O,P,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 334 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.62,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV1,Kappa,,,,,
8dyy,Q,R,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 334 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.62,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV1,Kappa,,,,,
8dyy,S,T,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 334 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.62,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV1,Kappa,,,,,
8dyy,U,V,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 334 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.62,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV1,Kappa,,,,,
8dz3,H,L,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 337 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",2.7,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8dz3,A,B,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 337 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",2.7,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8dz3,C,D,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 337 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",2.7,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8dz3,E,F,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 337 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",2.7,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8dz3,M,N,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 337 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",2.7,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8dz3,O,P,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 337 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",2.7,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8dz3,Q,R,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 337 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",2.7,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8dz4,H,L,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.2,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8dz4,A,B,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.2,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8dz4,C,D,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.2,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8dz4,E,F,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.2,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8dz4,M,N,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.2,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8dz4,O,P,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.2,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8dz4,Q,R,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.2,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8dz4,S,T,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.2,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8dz4,U,V,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.2,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8dz4,W,X,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.2,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8dz4,Y,Z,0,I,protein,,circumsporozoite protein,IMMUNE SYSTEM,08/02/23,Cryo-EM structure of 356 Fab in complex with recombinant shortened Plasmodium falciparum circumsporozoite protein (rsCSP),Homo sapiens; Plasmodium falciparum,homo sapiens,homo sapiens,plasmodium falciparum,"Martin, G.M., Ward, A.B.",3.2,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
8f0j,N,,0,A | G | B,protein | protein | protein,NA | NA | NA,guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,SIGNALING PROTEIN/IMMUNE SYSTEM,08/02/23,Calcitonin Receptor in complex with Gs and Pramlintide analogue peptide San45,Homo sapiens; Lama glama; SYNTHETIC CONSTRUCT,lama glama,,homo sapiens | homo sapiens | homo sapiens,"Cao, J., Sexton, P.M., Wootten, D.L., Belousoff, M.J.",2.0,ELECTRON MICROSCOPY,,,False,True,IGHV3,,,,,,,
8f0k,N,,0,A | G | B,protein | protein | protein,NA | NA | NA,guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,SIGNALING PROTEIN/IMMUNE SYSTEM,08/02/23,Human Amylin3 Receptor in complex with Gs and Pramlintide analogue peptide San385,Homo sapiens; Lama glama; SYNTHETIC CONSTRUCT,lama glama,,homo sapiens | homo sapiens | homo sapiens,"Cao, J., Sexton, P.M., Wootten, D.L.",1.9,ELECTRON MICROSCOPY,,,False,True,IGHV3,,,,,,,
8f2a,N,,0,A | B,protein | protein,NA | NA,guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,SIGNALING PROTEIN/IMMUNE SYSTEM,08/02/23,Human Amylin3 Receptor in complex with Gs and Pramlintide analogue peptide San385 (Cluster 5 conformation),Homo sapiens; Lama glama; SYNTHETIC CONSTRUCT,lama glama,,homo sapiens | homo sapiens,"Cao, J., Sexton, P.M., Wootten, D.L., Radostin, D.",2.2,ELECTRON MICROSCOPY,,,False,True,IGHV3,,,,,,,
8f2b,N,,0,A | G | B,protein | protein | protein,NA | NA | NA,guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,SIGNALING PROTEIN/IMMUNE SYSTEM,08/02/23,Amylin 3 Receptor in complex with Gs and Pramlintide analogue peptide San45,Homo sapiens; Lama glama; SYNTHETIC CONSTRUCT,lama glama,,homo sapiens | homo sapiens | homo sapiens,"Cao, J., Sexton, P.M., Wootten, D.L., Belousoff, M.J.",2.0,ELECTRON MICROSCOPY,,,False,True,IGHV3,,,,,,,
8f6x,D,d,0,B,protein,,"structurally designed hmpv f protein hmpv_v3b_d12_ds454,fibritin ",VIRAL PROTEIN/IMMUNE SYSTEM,08/02/23,cryo-EM structure of a structurally designed Human metapneumovirus F protein in complex with antibody MPE8,Escherichia phage T2; Homo sapiens; Human metapneumovirus,homo sapiens,,"human metapneumovirus, escherichia phage t2","Zhou, T., Kwong, P.D., Morano, N.C., Ou, L.",3.25,ELECTRON MICROSCOPY,,,True,True,unknown,unknown,unknown,,,,,
8f6x,E,e,0,C,protein,,"structurally designed hmpv f protein hmpv_v3b_d12_ds454,fibritin ",VIRAL PROTEIN/IMMUNE SYSTEM,08/02/23,cryo-EM structure of a structurally designed Human metapneumovirus F protein in complex with antibody MPE8,Escherichia phage T2; Homo sapiens; Human metapneumovirus,homo sapiens,,"human metapneumovirus, escherichia phage t2","Zhou, T., Kwong, P.D., Morano, N.C., Ou, L.",3.25,ELECTRON MICROSCOPY,,,True,True,unknown,unknown,unknown,,,,,
8f6x,F,f,0,A,protein,,"structurally designed hmpv f protein hmpv_v3b_d12_ds454,fibritin ",VIRAL PROTEIN/IMMUNE SYSTEM,08/02/23,cryo-EM structure of a structurally designed Human metapneumovirus F protein in complex with antibody MPE8,Escherichia phage T2; Homo sapiens; Human metapneumovirus,homo sapiens,,"human metapneumovirus, escherichia phage t2","Zhou, T., Kwong, P.D., Morano, N.C., Ou, L.",3.25,ELECTRON MICROSCOPY,,,True,True,unknown,unknown,unknown,,,,,
8ghr,C,,0,A,protein,,"ectonucleotide pyrophosphatase/phosphodiesterase familymember 1, secreted form, immunoglobulin gamma-1 heavy chain fusion ",IMMUNE SYSTEM,08/02/23,Structure of human ENPP1 in complex with variable heavy domain VH27.2,Homo sapiens,homo sapiens,,homo sapiens,"Carozza, J.A., Wang, H., Solomon, P.E., Wells, J.A., Li, L.",3.2,ELECTRON MICROSCOPY,,,False,True,IGHV3,,,,,,,
8ghr,D,,0,B,protein,,"ectonucleotide pyrophosphatase/phosphodiesterase familymember 1, secreted form, immunoglobulin gamma-1 heavy chain fusion ",IMMUNE SYSTEM,08/02/23,Structure of human ENPP1 in complex with variable heavy domain VH27.2,Homo sapiens,homo sapiens,,homo sapiens,"Carozza, J.A., Wang, H., Solomon, P.E., Wells, J.A., Li, L.",3.2,ELECTRON MICROSCOPY,,,False,True,IGHV3,,,,,,,
8jr9,N,,0,A | B,protein | protein,NA | NA,guanine nucleotide-binding protein g(s) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,MEMBRANE PROTEIN,08/02/23,Small molecule agonist (PCO371) bound to human parathyroid hormone receptor type 1 (PTH1R),Homo sapiens; Mus musculus,mus musculus,,homo sapiens | homo sapiens,"Zhao, L., He, Q., Yuan, Q., Gu, Y., He, X., Shan, H., Li, J., Wang, K., Li, Y., Hu, W., Wu, K., Shen, J., Xu, H.E.",2.57,ELECTRON MICROSCOPY,,,False,True,IGHV3,,,,,,,
2ybr,A,B,0,C,protein,,beta-mammal toxin cn2,IMMUNE SYSTEM/TOXIN,04/13/11,Crystal structure of the human derived single chain antibody fragment (scFv) 9004G in complex with Cn2 toxin from the scorpion Centruroides noxius Hoffmann,CENTRUROIDES NOXIUS HOFFMANN; HOMO SAPIENS,homo sapiens,homo sapiens,centruroides noxius hoffmann,"Canul-Tec, J.C., Riano-Umbarila, L., Rudino-Pinera, E., Becerril, B., Possani, L.D., Torres-Larios, A.",2.55,X-RAY DIFFRACTION,0.24673,0.19183,True,True,IGHV3,IGKV3,Kappa,,,,,
2ybr,D,E,0,F,protein,,beta-mammal toxin cn2,IMMUNE SYSTEM/TOXIN,04/13/11,Crystal structure of the human derived single chain antibody fragment (scFv) 9004G in complex with Cn2 toxin from the scorpion Centruroides noxius Hoffmann,CENTRUROIDES NOXIUS HOFFMANN; HOMO SAPIENS,homo sapiens,homo sapiens,centruroides noxius hoffmann,"Canul-Tec, J.C., Riano-Umbarila, L., Rudino-Pinera, E., Becerril, B., Possani, L.D., Torres-Larios, A.",2.55,X-RAY DIFFRACTION,0.24673,0.19183,True,True,IGHV3,IGKV3,Kappa,,,,,
2ybr,G,H,0,I,protein,,beta-mammal toxin cn2,IMMUNE SYSTEM/TOXIN,04/13/11,Crystal structure of the human derived single chain antibody fragment (scFv) 9004G in complex with Cn2 toxin from the scorpion Centruroides noxius Hoffmann,CENTRUROIDES NOXIUS HOFFMANN; HOMO SAPIENS,homo sapiens,homo sapiens,centruroides noxius hoffmann,"Canul-Tec, J.C., Riano-Umbarila, L., Rudino-Pinera, E., Becerril, B., Possani, L.D., Torres-Larios, A.",2.55,X-RAY DIFFRACTION,0.24673,0.19183,True,True,IGHV3,IGKV3,Kappa,,,,,
5xj3,A,B,0,C,protein,,cytotoxic t-lymphocyte protein 4,IMMUNE SYSTEM,04/25/18,Complex structure of ipilimumab-scFv and CTLA-4,Homo sapiens,homo sapiens,homo sapiens,homo sapiens,"He, M., Chai, Y., Qi, J., Tong, Z., Tan, S., Gao, G.F.",3.2,X-RAY DIFFRACTION,0.264,0.222,True,True,IGHV3,IGKV3,Kappa,,,,,
5xj3,D,E,0,F,protein,,cytotoxic t-lymphocyte protein 4,IMMUNE SYSTEM,04/25/18,Complex structure of ipilimumab-scFv and CTLA-4,Homo sapiens,homo sapiens,homo sapiens,homo sapiens,"He, M., Chai, Y., Qi, J., Tong, Z., Tan, S., Gao, G.F.",3.2,X-RAY DIFFRACTION,0.264,0.222,True,True,IGHV3,IGKV3,Kappa,,,,,
5xj3,G,H,0,I,protein,,cytotoxic t-lymphocyte protein 4,IMMUNE SYSTEM,04/25/18,Complex structure of ipilimumab-scFv and CTLA-4,Homo sapiens,homo sapiens,homo sapiens,homo sapiens,"He, M., Chai, Y., Qi, J., Tong, Z., Tan, S., Gao, G.F.",3.2,X-RAY DIFFRACTION,0.264,0.222,True,True,IGHV3,IGKV3,Kappa,,,,,
5xj3,J,K,0,L,protein,,cytotoxic t-lymphocyte protein 4,IMMUNE SYSTEM,04/25/18,Complex structure of ipilimumab-scFv and CTLA-4,Homo sapiens,homo sapiens,homo sapiens,homo sapiens,"He, M., Chai, Y., Qi, J., Tong, Z., Tan, S., Gao, G.F.",3.2,X-RAY DIFFRACTION,0.264,0.222,True,True,IGHV3,IGKV3,Kappa,,,,,
5xj4,H,L,0,A,protein,,programmed cell death 1 ligand 1,IMMUNE SYSTEM,04/25/18,Complex structure of durvalumab-scFv/PD-L1,Homo sapiens,homo sapiens,homo sapiens,homo sapiens,"Tan, S., Liu, K., Chai, Y., Gao, G.F., Qi, J.",2.3,X-RAY DIFFRACTION,0.240,0.216,True,True,IGHV3,IGKV3,Kappa,,,,,
4ffy,H,L,0,A,protein,,envelope glycoprotein,IMMUNE SYSTEM/VIRAL PROTEIN,06/20/12,"Crystal structure of DENV1-E111 single chain variable fragment bound to DENV-1 DIII, strain 16007.",Dengue virus 1; Mus musculus,mus musculus,mus musculus,dengue virus 1,"Austin, S.K., Nelson, C.A., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)",2.5,X-RAY DIFFRACTION,0.229,0.174,True,True,IGHV1,IGKV3,Kappa,,,,,
4kv5,J,j,0,B,protein,,transforming growth factor beta-1 proprotein,IMMUNE SYSTEM,09/24/14,scFv GC1009 in complex with TGF-beta1.,Homo sapiens,homo sapiens,,homo sapiens,"Wei, R., Moulin, A.G., Mathieu, M.",3.0,X-RAY DIFFRACTION,0.300,0.229,True,True,unknown,unknown,unknown,,,,,
4kv5,H,h,0,A,protein,,transforming growth factor beta-1 proprotein,IMMUNE SYSTEM,09/24/14,scFv GC1009 in complex with TGF-beta1.,Homo sapiens,homo sapiens,,homo sapiens,"Wei, R., Moulin, A.G., Mathieu, M.",3.0,X-RAY DIFFRACTION,0.300,0.229,True,True,unknown,unknown,unknown,,,,,
4kv5,E,e,0,C,protein,,transforming growth factor beta-1 proprotein,IMMUNE SYSTEM,09/24/14,scFv GC1009 in complex with TGF-beta1.,Homo sapiens,homo sapiens,,homo sapiens,"Wei, R., Moulin, A.G., Mathieu, M.",3.0,X-RAY DIFFRACTION,0.300,0.229,True,True,unknown,unknown,unknown,,,,,
4kv5,G,g,0,D,protein,,transforming growth factor beta-1 proprotein,IMMUNE SYSTEM,09/24/14,scFv GC1009 in complex with TGF-beta1.,Homo sapiens,homo sapiens,,homo sapiens,"Wei, R., Moulin, A.G., Mathieu, M.",3.0,X-RAY DIFFRACTION,0.300,0.229,True,True,unknown,unknown,unknown,,,,,
7yv1,H,L,0,A,protein,,isoform 2b of gtpase kras,SIGNALING PROTEIN,07/26/23,Human K-Ras G12D (GDP-bound) in complex with cyclic peptide inhibitor LUNA18 and KA30L Fab,Homo sapiens; SYNTHETIC CONSTRUCT,homo sapiens,homo sapiens,homo sapiens,"Irie, M., Fukami, T.A., Matsuo, A., Saka, K., Nishimura, M., Saito, H., Torizawa, T., Tanada, M., Ohta, A.",1.454,X-RAY DIFFRACTION,0.277,0.238,False,True,IGHV4,IGKV1,Kappa,,,,,
8dok,C,D,0,B,protein,,crf-1_ae t/f100 hiv-1 gp41,VIRAL PROTEIN/IMMUNE SYSTEM,07/19/23,Cryo-EM structure of T/F100 SOSIP.664 HIV-1 Env trimer in complex with 8ANC195 and 10-1074,Homo sapiens; Human immunodeficiency virus 1,homo sapiens,homo sapiens,human immunodeficiency virus 1,"Chen, Y., Zhou, F., Huang, R., Tolbert, W., Pazgier, M.",3.2,ELECTRON MICROSCOPY,,,False,True,unknown,IGKV1,Kappa,,,,,
